Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
motarro-pegs-ma001-10,Motarro Pegs MA001-10,"<p>Motarro Pegs MA001-10 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387080092,6973387080092,200,,deny,manual,0,TRUE,TRUE,draft
motarro-pegs-ma001-4,Motarro Pegs MA001-4,"<p>Motarro Pegs MA001-4 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387080030,6973387080030,200,,deny,manual,0,TRUE,TRUE,draft
motarro-pegs-ma001-1,Motarro Pegs MA001-1,"<p>Motarro Pegs MA001-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387080009,6973387080009,200,,deny,manual,0,TRUE,TRUE,draft
motarro-pegs-ma001-8,Motarro Pegs MA001-8,"<p>Motarro Pegs MA001-8 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387080078,6973387080078,200,,deny,manual,0,TRUE,TRUE,draft
motarro-eva-zipper-bag-mq057-4,Motarro Eva Zipper Bag MQ057-4,"<p>Motarro Eva Zipper Bag MQ057-4 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393317492,6926393317492,200,,deny,manual,0,TRUE,TRUE,draft
motarro-eva-zipper-bag-mq057-7,Motarro Eva Zipper Bag MQ057-7,"<p>Motarro Eva Zipper Bag MQ057-7 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393317522,6926393317522,200,,deny,manual,0,TRUE,TRUE,draft
motarro-eva-zipper-bag-mq057-3,Motarro Eva Zipper Bag MQ057-3,"<p>Motarro Eva Zipper Bag MQ057-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393317485,6926393317485,200,,deny,manual,0,TRUE,TRUE,draft
motarro-eva-zipper-bag-mq057-6,Motarro Eva Zipper Bag MQ057-6,"<p>Motarro Eva Zipper Bag MQ057-6 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393317515,6926393317515,200,,deny,manual,0,TRUE,TRUE,draft
motarro-eva-zipper-bag-mq057-2,Motarro Eva Zipper Bag MQ057-2,"<p>Motarro Eva Zipper Bag MQ057-2 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Files & Folders,"Files & Folders, Folder, Motarro, needs-price",FALSE,Title,Default Title,6926393317478,6926393317478,200,,deny,manual,0,TRUE,TRUE,draft
motarro-clay-tools-mp147,Motarro Clay Tools MP147,"<p>Motarro Clay Tools MP147 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393323998,6926393323998,200,,deny,manual,0,TRUE,TRUE,draft
motarro-pompom-me290-1,Motarro Pompom ME290-1,"<p>Motarro Pompom ME290-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393358143,6926393358143,200,,deny,manual,0,TRUE,TRUE,draft
motarro-pompom-me291-1,Motarro Pompom ME291-1,"<p>Motarro Pompom ME291-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6926393358211,6926393358211,200,,deny,manual,3.0,TRUE,TRUE,active
motarro-pompom-me290-3,Motarro Pompom ME290-3,"<p>Motarro Pompom ME290-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6926393358167,6926393358167,200,,deny,manual,4.5,TRUE,TRUE,active
motarro-pompom-me290-6,Motarro Pompom ME290-6,"<p>Motarro Pompom ME290-6 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6926393358198,6926393358198,200,,deny,manual,3.0,TRUE,TRUE,active
motarro-polystyrene-ball-me001-45,Motarro Polystyrene Ball ME001-45,"<p>Motarro Polystyrene Ball ME001-45 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387082393,6973387082393,200,,deny,manual,0,TRUE,TRUE,draft
motarro-polystyrene-star-me002-20,Motarro Polystyrene Star ME002-20,"<p>Motarro Polystyrene Star ME002-20 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387082485,6973387082485,200,,deny,manual,0,TRUE,TRUE,draft
motarro-flash-card-mathemetical-mu146-1,Motarro Flash Card Mathemetical MU146-1,"<p>Motarro Flash Card Mathemetical MU146-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro, needs-price",FALSE,Title,Default Title,6926393336271,6926393336271,200,,deny,manual,0,TRUE,TRUE,draft
motarro-flash-card-mathemetical-mu146-2,Motarro Flash Card Mathemetical MU146-2,"<p>Motarro Flash Card Mathemetical MU146-2 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro",TRUE,Title,Default Title,6926393336295,6926393336295,200,,deny,manual,10.0,TRUE,TRUE,active
motarro-flash-card-traffic-mu146-10,Motarro Flash Card Traffic MU146-10,"<p>Motarro Flash Card Traffic MU146-10 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro",TRUE,Title,Default Title,6926393336363,6926393336363,200,,deny,manual,6.5,TRUE,TRUE,active
motarro-flash-card-animal-mu146-7,Motarro Flash Card Animal MU146-7,"<p>Motarro Flash Card Animal MU146-7 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro",TRUE,Title,Default Title,6926393336332,6926393336332,200,,deny,manual,6.5,TRUE,TRUE,active
motarro-flash-card-fish-mu146-12,Motarro Flash Card Fish MU146-12,"<p>Motarro Flash Card Fish MU146-12 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro",TRUE,Title,Default Title,6926393336387,6926393336387,200,,deny,manual,6.5,TRUE,TRUE,active
motarro-mini-wooden-me565-1,Motarro Mini Wooden ME565-1,"<p>Motarro Mini Wooden ME565-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Desk & Tools,"Desk & Tools, Scissors, Motarro, needs-price",FALSE,Title,Default Title,6926393396015,6926393396015,200,,deny,manual,0,TRUE,TRUE,draft
motarro-scissor-mi019-19,Motarro Scissor MI019-19,"<p>Motarro Scissor MI019-19 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Motarro, needs-price",FALSE,Title,Default Title,6973387086940,6973387086940,200,,deny,manual,0,TRUE,TRUE,draft
motarro-sticky-notes-mu046-1,Motarro Sticky Notes MU046-1,"<p>Motarro Sticky Notes MU046-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Motarro, needs-price",FALSE,Title,Default Title,6926393316419,6926393316419,200,,deny,manual,0,TRUE,TRUE,draft
motarro-sticky-notes-mu046-3,Motarro Sticky Notes MU046-3,"<p>Motarro Sticky Notes MU046-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Motarro, needs-price",FALSE,Title,Default Title,6926393316433,6926393316433,200,,deny,manual,0,TRUE,TRUE,draft
motarro-education-card-mu171-3,Motarro Education Card MU171-3,"<p>Motarro Education Card MU171-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro, needs-price",FALSE,Title,Default Title,6926393343811,6926393343811,200,,deny,manual,0,TRUE,TRUE,draft
motarro-education-card-mu171-4,Motarro Education Card MU171-4,"<p>Motarro Education Card MU171-4 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Learning Aid, Motarro, needs-price",FALSE,Title,Default Title,6926393343828,6926393343828,200,,deny,manual,0,TRUE,TRUE,draft
motarro-painting-toys-myd287-1,Motarro Painting Toys MYD287-1,"<p>Motarro Painting Toys MYD287-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393398156,6926393398156,200,,deny,manual,0,TRUE,TRUE,draft
motarro-painting-toys-myd287-2,Motarro Painting Toys MYD287-2,"<p>Motarro Painting Toys MYD287-2 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393398163,6926393398163,200,,deny,manual,0,TRUE,TRUE,draft
motarro-pencil-pouch-mx014,Motarro Pencil Pouch MX014,"<p>Motarro Pencil Pouch MX014 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Pens & Pencils,"Pens & Pencils, Pouch, Motarro, needs-price",FALSE,Title,Default Title,6926393301996,6926393301996,200,,deny,manual,0,TRUE,TRUE,draft
motarro-clay-tools-mp216,Motarro Clay Tools MP216,"<p>Motarro Clay Tools MP216 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393375379,6926393375379,200,,deny,manual,0,TRUE,TRUE,draft
motarro-painting-palette-round-mp166-1,Motarro Painting Palette Round MP166-1,"<p>Motarro Painting Palette Round MP166-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393331221,6926393331221,200,,deny,manual,0,TRUE,TRUE,draft
motarro-painting-palette-round-mp166-2,Motarro Painting Palette Round MP166-2,"<p>Motarro Painting Palette Round MP166-2 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393331238,6926393331238,200,,deny,manual,0,TRUE,TRUE,draft
motarro-shaped-punch-me428-1,Motarro Shaped Punch ME428-1,"<p>Motarro Shaped Punch ME428-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Desk & Tools,"Desk & Tools, Punch, Motarro, needs-price",FALSE,Title,Default Title,6926393369736,6926393369736,200,,deny,manual,0,TRUE,TRUE,draft
motarro-transparent-tape-disp-mt012-6,Motarro Transparent Tape + Disp MT012-6,"<p>Motarro Transparent Tape + Disp MT012-6 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Desk & Tools,"Desk & Tools, Tape, Motarro, needs-price",FALSE,Title,Default Title,6926393324193,6926393324193,200,,deny,manual,0,TRUE,TRUE,draft
motarro-non-sharpening-pencil-lt-13041,Motarro Non-sharpening Pencil LT-13041,"<p>Motarro Non-sharpening Pencil LT-13041 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Pens & Pencils,"Pens & Pencils, Pencil, Motarro, needs-price",FALSE,Title,Default Title,6922139432436,6922139432436,200,,deny,manual,0,TRUE,TRUE,draft
motarro-non-sharpening-pencil-lt-1316,Motarro Non-sharpening Pencil LT-1316,"<p>Motarro Non-sharpening Pencil LT-1316 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Pens & Pencils,"Pens & Pencils, Pencil, Motarro, needs-price",FALSE,Title,Default Title,6922139432924,6922139432924,200,,deny,manual,0,TRUE,TRUE,draft
motarro-steel-ruler-50cm-myd067-50,Motarro Steel Ruler 50CM MYD067-50,"<p>Motarro Steel Ruler 50CM MYD067-50 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Desk & Tools,"Desk & Tools, Ruler, Motarro, needs-price",FALSE,Title,Default Title,6926393377045,6926393377045,200,,deny,manual,0,TRUE,TRUE,draft
motarro-coloured-paper-100-sheet-mu268-1,Motarro Coloured Paper 100 Sheet MU268-1,"<p>Motarro Coloured Paper 100 Sheet MU268-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Notebooks & Books,"Notebooks & Books, Paper, Motarro, needs-price",FALSE,Title,Default Title,6926393357498,6926393357498,200,,deny,manual,0,TRUE,TRUE,draft
motarro-glit-eva-sponge-sticker-me151-01,Motarro Glit Eva Sponge Sticker ME151-01,"<p>Motarro Glit Eva Sponge Sticker ME151-01 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393341282,6926393341282,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-colour-myd066-1,Motarro Adhesive Labels Colour MYD066-1,"<p>Motarro Adhesive Labels Colour MYD066-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393376956,6926393376956,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-colour-myd066-2,Motarro Adhesive Labels Colour MYD066-2,"<p>Motarro Adhesive Labels Colour MYD066-2 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393376963,6926393376963,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-colour-myd066-3,Motarro Adhesive Labels Colour MYD066-3,"<p>Motarro Adhesive Labels Colour MYD066-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393376970,6926393376970,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-colour-myd066-4,Motarro Adhesive Labels Colour MYD066-4,"<p>Motarro Adhesive Labels Colour MYD066-4 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393376987,6926393376987,200,,deny,manual,0,TRUE,TRUE,draft
motarro-adhesive-labels-colour-myd066-6,Motarro Adhesive Labels Colour MYD066-6,"<p>Motarro Adhesive Labels Colour MYD066-6 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Stickers & Sticky Notes,"Stickers & Sticky Notes, Labels, Motarro, needs-price",FALSE,Title,Default Title,6926393377915,6926393377915,200,,deny,manual,0,TRUE,TRUE,draft
motarro-wooden-stick-me010c,Motarro Wooden Stick ME010C,"<p>Motarro Wooden Stick ME010C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387082782,6973387082782,200,,deny,manual,0,TRUE,TRUE,draft
motarro-wooden-stick-me019c,Motarro Wooden Stick ME019C,"<p>Motarro Wooden Stick ME019C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387082942,6973387082942,200,,deny,manual,2.5,TRUE,TRUE,active
motarro-reading-stick-mi102-1,Motarro Reading Stick MI102-1,"<p>Motarro Reading Stick MI102-1 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6926393332389,6926393332389,200,,deny,manual,4.5,TRUE,TRUE,active
motarro-wooden-stick-me014c,Motarro Wooden Stick ME014C,"<p>Motarro Wooden Stick ME014C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387082874,6973387082874,200,,deny,manual,0,TRUE,TRUE,draft
motarro-wooden-stick-me013c,Motarro Wooden Stick ME013C,"<p>Motarro Wooden Stick ME013C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387082867,6973387082867,200,,deny,manual,3.5,TRUE,TRUE,active
motarro-wooden-stick-me009c,Motarro Wooden Stick ME009C,"<p>Motarro Wooden Stick ME009C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6973387082775,6973387082775,200,,deny,manual,0,TRUE,TRUE,draft
motarro-wooden-stick-me011c,Motarro Wooden Stick ME011C,"<p>Motarro Wooden Stick ME011C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387082867,6973387082867,200,,deny,manual,3.5,TRUE,TRUE,active
motarro-decorative-eyes-me027-24,Motarro Decorative Eyes ME027-24,"<p>Motarro Decorative Eyes ME027-24 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387083246,6973387083246,200,,deny,manual,3.5,TRUE,TRUE,active
motarro-decorative-eyes-me027-12,Motarro Decorative Eyes ME027-12,"<p>Motarro Decorative Eyes ME027-12 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387083215,6973387083215,200,,deny,manual,3.0,TRUE,TRUE,active
motarro-decorative-eyes-me028-18,Motarro Decorative Eyes ME028-18,"<p>Motarro Decorative Eyes ME028-18 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Science, Motarro",TRUE,Title,Default Title,6973387083291,6973387083291,200,,deny,manual,3.5,TRUE,TRUE,active
science-experiment-suite-kx-2020,Science Experiment Suite KX-2020,"<p>Science Experiment Suite KX-2020 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Science, Motarro, needs-price",FALSE,Title,Default Title,6972901920012,6972901920012,200,,deny,manual,0,TRUE,TRUE,draft
motarro-didactic-electric-kit-mb001-2,Motarro Didactic Electric Kit MB001-2,"<p>Motarro Didactic Electric Kit MB001-2 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Learning & Activity,"Learning & Activity, Science, Motarro",TRUE,Title,Default Title,6926393324339,6926393324339,200,,deny,manual,9.5,TRUE,TRUE,active
motarro-scientific-magnet-1917,Motarro Scientific Magnet 1917,"<p>Motarro Scientific Magnet 1917 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6912343121110,6912343121110,200,,deny,manual,0,TRUE,TRUE,draft
motarro-wooden-cubes-me022,Motarro Wooden Cubes ME022,"<p>Motarro Wooden Cubes ME022 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387083079,6973387083079,200,,deny,manual,3.5,TRUE,TRUE,active
motarro-wooden-cylinder-me024c,Motarro Wooden Cylinder ME024C,"<p>Motarro Wooden Cylinder ME024C by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6973387083123,6973387083123,200,,deny,manual,4.5,TRUE,TRUE,active
italo-jute-rope-hb-52,Italo Jute Rope HB-52,"<p>Italo Jute Rope HB-52 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Notebooks & Books,"Notebooks & Books, Notebook, Motarro, needs-price",FALSE,Title,Default Title,8058778431528,8058778431528,200,,deny,manual,0,TRUE,TRUE,draft
